City,District,Area_m2,Rooms,Year_Built,Floor,Condition,Interest_Rate,Inflation,Market_Trend,Energy_Efficiency,Green_Access,Carbon_Footprint,Price_per_m2,Total_Price
Warszawa,Bielany,125.20153043634414,3,1972,13,Do remontu,5.3650526883741065,2.3749119405017454,Wzrostowy,C,8,Średni,15448.612330254975,1934189.9068656997
Kraków,Krowodrza,114.60528222726862,2,1999,11,Do remontu,4.025003079741319,4.16232546531317,Wzrostowy,B,4,Średni,12843.589958147402,1471943.251964796
Warszawa,Ursynów,111.77801100851727,5,2011,12,Nowe,4.609339165996704,6.104351032309144,Stabilny,C,8,Wysoki,15865.979603575355,1773467.6427893564
Kraków,Nowa Huta,95.0489055600299,5,2013,14,Do remontu,4.11071249104876,5.381649149318835,Stabilny,C,2,Wysoki,11692.32204294771,1111342.4136375927
Warszawa,Mokotów,70.23080715472801,3,2018,6,Po remoncie,7.768931514373122,7.842238799022337,Wzrostowy,C,9,Wysoki,12009.116407526333,843409.938515662
Wrocław,Krzyki,142.55415230546902,1,1973,12,Po remoncie,2.6728947752383325,8.770375704115505,Spadkowy,B,7,Niski,10382.475253071128,1480064.9585340647
Wrocław,Psie Pole,50.14111062040333,1,2017,9,Po remoncie,2.2083864642206725,9.701174484138885,Stabilny,C,8,Niski,9272.68719266298,464942.8342757117
Gdańsk,Oliwa,124.50565900526048,3,1990,3,Do remontu,2.0723801284437395,3.797422607413502,Stabilny,C,1,Niski,10428.393742462402,1298394.035271616
Kraków,Krowodrza,58.135333962945154,1,1956,11,Po remoncie,2.185611448520458,2.0206632136079854,Spadkowy,B,6,Średni,13741.86496687073,798887.9091227261
Poznań,Grunwald,78.15613644922789,4,2009,14,Po remoncie,5.681892587381266,5.818992081563787,Wzrostowy,A,9,Średni,8362.528472002012,653582.9163183424
Poznań,Wilda,99.77905721026606,5,2022,2,Nowe,7.6987390763686525,7.929636703706909,Stabilny,C,3,Wysoki,11392.418236075535,1136724.750940659
Poznań,Wilda,86.22045004479568,1,2021,8,Nowe,7.595999321769007,3.819014585372333,Spadkowy,C,3,Wysoki,8361.431436263105,720926.3814533072
Gdańsk,Wrzeszcz,107.56103746004524,2,1954,14,Do remontu,2.541686347159292,8.05797079115225,Spadkowy,D,8,Średni,8755.672055522386,941769.1699519146
Wrocław,Psie Pole,114.8943079998321,3,1969,1,Nowe,4.589832853118781,4.4840524760233995,Wzrostowy,C,3,Niski,10200.846391086376,1172019.1871164537
Wrocław,Psie Pole,38.69322120595308,1,2017,10,Do remontu,3.1510456053851468,6.238515155428344,Stabilny,B,1,Wysoki,8844.155865239163,342208.8792736263
Warszawa,Bielany,119.02960805763894,5,1959,14,Do remontu,7.899625285286459,2.858317510838282,Spadkowy,D,3,Niski,13575.738700286063,1615914.8565879709
Warszawa,Mokotów,72.57214456660657,5,1976,1,Do remontu,6.463175076069196,2.6973797551856196,Wzrostowy,D,1,Niski,16444.283302304393,1193396.9051090688
Wrocław,Krzyki,141.7987091427929,4,1966,4,Do remontu,7.084055443415912,8.591128250870682,Wzrostowy,D,4,Wysoki,13079.786273795797,1854696.8094878648
Warszawa,Mokotów,82.04052140520099,2,1963,12,Po remoncie,3.9974072590069163,7.699469130397434,Spadkowy,B,6,Wysoki,16046.960531223085,1316501.008950223
Wrocław,Krzyki,95.02864621943152,1,2004,9,Do remontu,5.628674102852137,2.5102578059026204,Stabilny,A,1,Wysoki,11565.139229133103,1099019.5242837586
Kraków,Podgórze,79.11458223915275,2,2023,13,Do remontu,2.5847569238104864,8.597491720083987,Stabilny,D,9,Średni,9607.180099846264,760068.0400956391
Kraków,Nowa Huta,75.0977912100324,2,1989,7,Po remoncie,2.604899668508642,2.1357903591798904,Wzrostowy,B,9,Wysoki,10957.821727659397,822908.2082205219
Kraków,Podgórze,104.6130582604442,2,1956,5,Po remoncie,5.356667441531076,2.8250903955337585,Stabilny,B,1,Wysoki,11643.242237414883,1218035.178523148
Kraków,Krowodrza,97.46295985485321,5,1982,0,Do remontu,7.119844811499661,7.413508921989314,Stabilny,A,8,Średni,12290.888154355322,1197906.3387684235
Wrocław,Krzyki,71.54365629228582,2,1976,14,Nowe,5.69741977913291,2.3524952365429197,Wzrostowy,A,1,Niski,12361.747124374891,884404.5874384298
Poznań,Stare Miasto,105.00411460647733,2,1964,2,Nowe,5.323789164479516,4.954751181049804,Wzrostowy,C,2,Niski,10288.471562613144,1080331.8470861134
Kraków,Nowa Huta,48.81738008396726,1,1955,13,Nowe,7.301256122846704,4.675653457011384,Wzrostowy,B,2,Niski,11267.4421376587,550047.0054081933
Wrocław,Stare Miasto,119.32138208307138,2,2004,14,Po remoncie,5.194093169781326,2.1478350525073475,Stabilny,A,4,Niski,11895.515973586356,1419389.4065595765
Gdańsk,Wrzeszcz,124.68486582829965,4,1956,13,Nowe,2.858073160741749,3.30640651546241,Spadkowy,D,3,Niski,11969.701014260841,1492440.5649679753
Gdańsk,Wrzeszcz,128.79700825910044,4,1973,14,Nowe,4.661900782394822,7.377903113151766,Spadkowy,A,6,Wysoki,11651.753938685591,1500711.0482738942
Warszawa,Ursynów,143.6174949506812,2,1973,1,Nowe,5.034259452785137,4.277561842203295,Stabilny,A,6,Wysoki,15235.10904904142,2188028.1969237835
Wrocław,Psie Pole,144.2703458163747,4,1996,9,Nowe,7.709028699986025,5.6036882097194125,Spadkowy,D,5,Niski,9411.69700125012,1357828.7810892914
Kraków,Krowodrza,85.74324479292463,3,1970,4,Do remontu,2.619406823502241,2.8835027321621425,Wzrostowy,B,7,Niski,11487.517625916633,984977.0358620062
Poznań,Stare Miasto,123.19278663352769,5,1996,7,Po remoncie,7.544243978115839,3.427248911199741,Stabilny,B,7,Wysoki,7687.555645172925,947051.4023291594
Wrocław,Psie Pole,33.286038359851666,5,1989,12,Do remontu,7.8562642600905,5.9653694093836025,Wzrostowy,B,6,Niski,10272.218348383889,341921.45398507826
Wrocław,Psie Pole,58.0736490366651,1,1970,3,Do remontu,4.611827003102968,2.2800618397862644,Spadkowy,C,7,Niski,12298.640976219447,714226.9596809165
Poznań,Jeżyce,89.03105576577619,1,1990,0,Do remontu,3.872797005480451,2.860275865072984,Stabilny,C,1,Średni,9402.228638089224,837090.3422002996
Poznań,Grunwald,143.31750101588545,5,1970,8,Nowe,7.113361769177289,9.355695035046548,Spadkowy,D,1,Średni,11141.898969184384,1596829.116834976
Gdańsk,Przymorze,31.994224178536395,2,1965,5,Nowe,7.888892264992752,3.7651809181905964,Stabilny,A,3,Średni,12485.486774299585,399463.46283509216
Kraków,Podgórze,83.98700751244692,5,1996,1,Do remontu,5.877442364703426,5.663470896186727,Wzrostowy,C,6,Wysoki,11876.440656431789,997466.7106328667
Wrocław,Stare Miasto,78.97511797906013,2,1982,8,Do remontu,6.340792988369687,6.41027109364078,Spadkowy,B,9,Wysoki,9644.918978409602,761708.6142183744
Wrocław,Krzyki,39.957615992361326,1,1974,12,Po remoncie,6.066542393028086,2.770233425485217,Stabilny,D,6,Wysoki,12706.183172254436,507708.78792554623
Wrocław,Stare Miasto,135.88300363653582,1,1986,10,Po remoncie,3.612995540564023,3.442289320873601,Wzrostowy,A,5,Wysoki,11914.075795958272,1618920.4047081613
Poznań,Grunwald,125.58653109466721,5,2015,1,Do remontu,6.91089701647708,6.849583877546714,Stabilny,D,8,Średni,8777.530856660816,1102339.6518644346
Warszawa,Ursynów,124.12716303195808,5,1991,14,Po remoncie,4.876391101443787,1.789261277741389,Stabilny,D,8,Wysoki,14329.960260198874,1778737.3134591859
Wrocław,Stare Miasto,111.93765243912628,1,2013,0,Do remontu,2.0723004001857332,2.08329536624479,Spadkowy,D,1,Średni,9901.615744233039,1108363.6217637386
Poznań,Wilda,90.90333920032887,2,1989,7,Nowe,6.527136841953549,5.078591051599833,Wzrostowy,C,4,Średni,9441.823769573757,858293.308795291
Kraków,Krowodrza,61.27114891289287,1,2012,14,Nowe,7.705335093132649,2.596147868310498,Stabilny,D,8,Niski,11254.918873756942,689601.8103164901
Kraków,Krowodrza,108.87389709839354,1,2010,7,Po remoncie,2.4539426317515876,7.605533951529307,Stabilny,B,7,Średni,11732.873709090187,1277403.684871932
Kraków,Nowa Huta,143.89098754996945,4,1983,0,Nowe,3.3033741503519565,3.214674489280113,Spadkowy,D,5,Wysoki,10661.186252301266,1534048.618297787
Wrocław,Fabryczna,144.41131885862063,3,1952,14,Do remontu,6.862712671951769,1.578175027092549,Stabilny,D,5,Niski,9611.074877816654,1387947.9987544592
Kraków,Podgórze,98.27206778451352,5,2014,0,Po remoncie,5.870740415745924,4.278365392806092,Spadkowy,A,2,Niski,10649.214644498426,1046520.3433959835
Poznań,Stare Miasto,131.2866337953422,1,2006,13,Nowe,4.567228390146626,1.9112430835965042,Spadkowy,D,7,Średni,9222.726915416257,1210820.7711387
Kraków,Śródmieście,107.86605180552783,2,1992,12,Do remontu,4.99865553011441,8.618523106515365,Spadkowy,A,3,Średni,10042.93928102473,1083292.208766784
Warszawa,Śródmieście,96.29104523623788,4,1980,8,Po remoncie,3.6242815057583364,9.044280787143586,Spadkowy,D,3,Wysoki,15475.903946951912,1490190.9670276188
Gdańsk,Wrzeszcz,30.45212268080625,1,1964,8,Do remontu,3.3889526891203126,5.116241941814688,Spadkowy,C,7,Średni,10108.836910081622,307835.54174606793
Kraków,Podgórze,39.619728667600256,1,1970,14,Nowe,5.089515753773499,4.830716009441617,Stabilny,C,3,Wysoki,12876.783560671767,510174.67078523093
Poznań,Stare Miasto,42.79481898561478,4,1963,8,Do remontu,2.1678286044820743,6.638765230240353,Wzrostowy,B,1,Wysoki,9509.963966735393,406977.18651616026
Wrocław,Fabryczna,149.16411511902118,5,1989,0,Do remontu,5.721454238356742,3.4105757627023174,Wzrostowy,C,1,Niski,13177.161170209729,1965559.5857350598
Warszawa,Mokotów,116.99672239955189,2,2015,2,Nowe,5.96264439652116,3.2639557944648487,Stabilny,C,6,Wysoki,16539.936717481956,1935118.384641392
Wrocław,Stare Miasto,36.941913990797005,2,1995,3,Po remoncie,3.1346452095886317,8.028428121940554,Spadkowy,C,8,Wysoki,12451.69044582387,459989.2774896542
Gdańsk,Przymorze,107.7933443546746,1,2007,12,Po remoncie,4.291760398049601,9.94689773864007,Stabilny,A,7,Średni,11761.054790599683,1267763.429017307
Warszawa,Śródmieście,49.74034013366142,3,1965,12,Nowe,2.593900826715431,5.009844942302264,Stabilny,D,4,Średni,15668.868540846313,779374.8507313228
Kraków,Podgórze,58.10094401624522,4,2021,6,Po remoncie,2.0283056767488086,2.567799881662093,Wzrostowy,C,4,Wysoki,12895.676799484663,749250.9957784507
Kraków,Nowa Huta,99.38799592379448,5,1981,5,Nowe,3.8127596817958613,1.8812724263591325,Spadkowy,C,9,Wysoki,11727.485140533154,1165571.2453436693
Poznań,Wilda,101.56942519606805,4,2006,10,Po remoncie,2.925809452729899,9.806987327014953,Wzrostowy,B,6,Niski,8605.681683842167,874074.14204818
Kraków,Podgórze,85.84528946550502,2,1979,1,Do remontu,3.75196268781472,4.0798225686079705,Wzrostowy,B,1,Niski,10571.795473247335,907538.8425710332
Kraków,Nowa Huta,99.94823157991111,3,1956,4,Do remontu,6.820670311957274,1.9159159122809357,Stabilny,C,5,Średni,9704.437232431566,969941.3398597819
Wrocław,Psie Pole,80.66379152213753,4,1964,4,Nowe,6.263448108838601,5.9144906989470245,Wzrostowy,C,9,Wysoki,10914.993740772656,880444.7795711216
Warszawa,Mokotów,30.912726310982578,1,1958,13,Do remontu,6.730003995142727,8.561593407435632,Spadkowy,A,8,Wysoki,14721.51470926682,455082.15509066946
Wrocław,Fabryczna,74.45267166961708,4,2023,0,Do remontu,5.550630739403987,5.289821816169189,Wzrostowy,C,2,Niski,12901.708386896122,960566.6585067218
Kraków,Podgórze,74.89845367139144,4,2011,10,Nowe,6.706726348902029,7.849545484613312,Stabilny,D,7,Wysoki,13832.26404717132,1036015.1879075145
Kraków,Śródmieście,127.65969219684892,3,1974,4,Do remontu,3.110854876937207,2.189457218470676,Stabilny,D,9,Niski,12196.088741073836,1556948.9346909407
Kraków,Podgórze,110.88497972560558,4,2011,13,Do remontu,6.016164014647417,3.4683777836235454,Wzrostowy,A,5,Średni,9612.945373601357,1065931.2528551403
Wrocław,Fabryczna,53.118295151427674,1,1968,2,Nowe,7.441337339139894,6.5103835415415325,Stabilny,D,4,Średni,9944.664211873935,528243.6087881596
Warszawa,Bielany,83.57468969074648,1,1985,2,Nowe,5.989865278122355,9.553577500853889,Stabilny,D,2,Wysoki,13256.31648718529,1107892.5368588371
Warszawa,Mokotów,115.33024840994342,1,2016,10,Po remoncie,5.25417166762937,2.913838887241832,Stabilny,C,2,Średni,14751.154723552667,1701254.3386008393
Wrocław,Psie Pole,55.65171219586021,3,2009,4,Nowe,7.573894659845428,3.01113630347652,Wzrostowy,D,2,Średni,10041.98822774331,558853.838724587
Warszawa,Bielany,147.30894435855532,3,1984,3,Nowe,2.9094838649809023,5.574715640780637,Wzrostowy,B,8,Średni,13293.176667346788,1958203.822038634
Gdańsk,Wrzeszcz,113.81704091724332,3,1952,14,Do remontu,2.3450258550986987,7.699845667812529,Wzrostowy,C,6,Niski,10806.993203639562,1230019.9876510145
Wrocław,Fabryczna,33.12257599898082,2,1973,1,Do remontu,4.813769678345206,7.069548961907312,Wzrostowy,B,2,Niski,11377.927353863646,376866.26348923135
Poznań,Wilda,69.51883090962752,5,2006,1,Nowe,3.9148892181346975,8.044854253382448,Spadkowy,B,9,Średni,10985.37181342827,763690.2055771082
Wrocław,Stare Miasto,34.92398871723239,4,1968,10,Do remontu,5.601494367927969,5.274509854810451,Spadkowy,D,7,Wysoki,12644.726446502425,441604.28375014075
Poznań,Stare Miasto,97.4780911722672,2,1968,11,Po remoncie,5.358871317738645,5.371411497700187,Spadkowy,B,5,Wysoki,10212.780134214867,995522.313045316
Kraków,Krowodrza,80.12420564927052,5,1950,14,Nowe,3.249741747587091,2.252411101565764,Stabilny,D,5,Wysoki,12123.680695012954,971400.2852333089
Warszawa,Bielany,43.76536792148982,1,2022,8,Po remoncie,6.894894464847866,9.664663522645434,Spadkowy,B,3,Niski,14386.297478199505,629621.6021614025
Gdańsk,Śródmieście,120.7244229128458,2,1985,4,Po remoncie,3.9430876435473627,2.370847422909544,Wzrostowy,D,4,Średni,9982.66818600449,1205151.8558858172
Gdańsk,Oliwa,130.88013970496866,5,1956,7,Do remontu,2.2103144530528667,5.521801527576068,Wzrostowy,D,9,Niski,10091.859923773574,1320824.0367064597
Warszawa,Mokotów,127.84560664559783,4,1972,9,Nowe,6.826491709281726,6.876666589049012,Wzrostowy,D,1,Wysoki,17906.50837961364,2289268.4266961864
Gdańsk,Śródmieście,116.60462354108527,2,1984,14,Po remoncie,2.841892634415724,7.858835791826437,Stabilny,D,1,Niski,9504.272027744917,1108242.0618272633
Kraków,Podgórze,68.73682319100425,5,1961,8,Po remoncie,6.819525350469808,3.1904542917025376,Wzrostowy,D,2,Średni,9780.42901990598,672275.6202734443
Wrocław,Psie Pole,39.80218819754296,2,1986,11,Po remoncie,4.1474064467153156,9.791512491477429,Wzrostowy,A,9,Średni,9745.164839837427,387878.88497128786
Wrocław,Psie Pole,79.86797233029466,5,1976,14,Nowe,6.379571179878235,4.620803894319799,Spadkowy,B,1,Wysoki,11589.2022883211,925606.0876938171
Warszawa,Ursynów,107.14511360399608,2,1951,14,Nowe,2.453891238458685,4.053787329267545,Spadkowy,A,5,Niski,16771.22571449502,1796954.8844578292
Gdańsk,Wrzeszcz,147.4788079136831,2,1994,7,Do remontu,5.129175165760622,9.773561427335983,Spadkowy,C,4,Wysoki,10532.279104210795,1553287.9669032022
Gdańsk,Przymorze,51.5529770411561,2,1969,2,Nowe,4.318384502490972,8.60282567401865,Stabilny,D,5,Niski,11209.002445543545,577857.445729369
Poznań,Grunwald,37.68925145565002,5,1962,12,Do remontu,7.1748085293757295,2.4968226836091905,Wzrostowy,C,5,Średni,10211.951805237599,384880.81944057904
Warszawa,Bielany,81.06888217434617,2,2004,5,Po remoncie,2.527953890882099,2.434554162676307,Wzrostowy,D,7,Średni,14354.965392262418,1163740.998002139
Kraków,Podgórze,146.26639646754745,3,2022,6,Po remoncie,3.118010683338589,3.1748478325296103,Spadkowy,C,1,Wysoki,11098.251035110234,1623301.1859978023
Wrocław,Krzyki,138.70424257883752,1,1959,6,Nowe,3.647349035188628,4.849651206575009,Stabilny,A,5,Niski,9917.21574214409,1375559.89800502
Poznań,Grunwald,51.691670906260015,5,1976,0,Do remontu,4.369539725396693,3.7445433614097117,Spadkowy,B,9,Wysoki,7756.004970800432,400920.85649793275
Kraków,Nowa Huta,35.99924861581901,2,1982,11,Nowe,3.607886356441483,6.523029302380065,Stabilny,C,3,Średni,13878.925098222553,499630.875131244
Warszawa,Śródmieście,31.662627335885162,2,2022,5,Nowe,4.804440139124313,2.061447339261023,Wzrostowy,A,8,Średni,17107.56468809667,541670.4453437533
Warszawa,Ursynów,130.71521029429917,1,2015,5,Nowe,4.132168103925224,2.44263746119166,Stabilny,C,3,Wysoki,14787.775591282429,1932987.1961993868
Poznań,Wilda,58.50292200378203,5,1970,9,Nowe,4.324786446535116,3.900238694764812,Stabilny,D,3,Średni,8092.1618811982435,473415.11537771893
Poznań,Stare Miasto,74.45901051627723,2,2007,4,Nowe,4.670534480486521,3.6036162994347403,Spadkowy,B,4,Niski,9134.182059227405,680122.1580056042
Poznań,Jeżyce,113.97382254956699,1,1978,10,Nowe,7.995004791077915,8.900834413786175,Spadkowy,D,9,Średni,9697.6948151658,1105283.3480035628
Warszawa,Śródmieście,41.54239267471663,2,1986,12,Do remontu,2.85439718928946,4.800012541214165,Spadkowy,D,3,Średni,14878.319961730707,618081.0101902919
Gdańsk,Wrzeszcz,76.40390038634096,5,1998,13,Nowe,4.883007626231331,7.13650868240198,Stabilny,D,9,Średni,12288.5710392325,938894.7575719944
Wrocław,Psie Pole,87.33006297786851,2,2022,0,Nowe,5.992314031938698,7.300134221140184,Wzrostowy,B,8,Wysoki,9605.25131854472,838827.202566765
Kraków,Nowa Huta,83.58290036042527,3,1999,7,Do remontu,4.732548727359957,4.0266065791368,Spadkowy,B,6,Wysoki,11761.11604547363,983028.1905562212
Kraków,Śródmieście,92.49620811480985,5,1971,4,Nowe,4.795693610705557,5.895326570939561,Stabilny,D,4,Średni,13336.472337701733,1233573.120865464
Poznań,Wilda,136.12424900321645,5,1957,11,Po remoncie,4.240956274006038,2.7058034312437185,Spadkowy,B,3,Niski,8745.767934036621,1190511.091977147
Gdańsk,Przymorze,48.481898306900604,5,2023,7,Do remontu,5.294016336953947,2.551874080440796,Wzrostowy,B,5,Średni,12085.66692607543,585936.074881061
Wrocław,Krzyki,45.71878020133314,4,1963,3,Nowe,7.593943617920671,9.986187611606244,Stabilny,C,8,Średni,9222.389956043888,421636.41933135287
Warszawa,Mokotów,60.139066972362244,3,1959,9,Po remoncie,4.695183191811258,5.226602530202928,Spadkowy,C,2,Wysoki,16305.980755989045,980626.4687344751
Gdańsk,Wrzeszcz,78.27099707515663,1,1979,13,Nowe,3.6034336389276413,6.970839425474795,Wzrostowy,C,6,Niski,9027.83322721505,706617.5081223509
Poznań,Wilda,98.26886627633147,3,2000,14,Po remoncie,3.311392684189647,3.129034912534041,Wzrostowy,B,1,Średni,11355.099601833112,1115852.7643269626
Kraków,Krowodrza,106.92262952688267,2,1996,6,Po remoncie,5.964488830873819,2.3759196555871656,Stabilny,D,7,Średni,10090.702307744225,1078924.4245169957
Gdańsk,Śródmieście,128.76872299117178,5,1998,14,Po remoncie,4.644249227640715,4.314784171684717,Spadkowy,A,5,Średni,8698.526232609798,1120098.1148783723
Gdańsk,Oliwa,66.68042838939584,3,1982,0,Nowe,5.043230094529833,3.4741591543563954,Stabilny,C,6,Wysoki,8582.789167367271,572304.0584559157
Kraków,Śródmieście,48.92989029142866,5,1983,4,Do remontu,4.892417471521264,4.130345792477204,Spadkowy,A,5,Niski,11359.868272212836,555837.1082844554
Gdańsk,Oliwa,112.10036444521558,5,1962,6,Do remontu,6.842453209364388,8.617872802583628,Stabilny,C,9,Średni,12132.129279129127,1360016.1136868456
Kraków,Śródmieście,108.29352173204795,5,1957,9,Nowe,5.270585758698859,7.142261068588316,Wzrostowy,D,5,Wysoki,11163.738996547934,1208960.6116335748
Wrocław,Psie Pole,93.8413220245267,5,1992,3,Do remontu,3.4110890125209856,4.616323218358995,Stabilny,D,8,Niski,12784.576765232432,1199721.5851734586
Wrocław,Fabryczna,66.15520206864576,5,1970,12,Do remontu,2.184280321799048,1.8973594532838145,Wzrostowy,D,3,Wysoki,12955.192190510767,857053.3572013814
Gdańsk,Wrzeszcz,39.31911113262242,2,1962,3,Do remontu,3.9363262825547496,7.30639717221635,Stabilny,D,8,Średni,10718.184351906757,421429.4816725564
Warszawa,Mokotów,50.682413077017856,4,1951,11,Do remontu,7.764076857537202,7.6528779864795755,Spadkowy,C,4,Średni,12185.07120415183,617568.8121416984
Kraków,Nowa Huta,92.76085958722508,5,2020,13,Do remontu,4.012391844859385,6.26185117793756,Wzrostowy,C,3,Wysoki,11790.424463013815,1093689.9080874082
Gdańsk,Śródmieście,65.23119481955857,4,2023,1,Po remoncie,3.247907337546824,2.99377183224634,Spadkowy,D,3,Średni,9028.210154374909,588920.9354519466
Kraków,Krowodrza,98.50799791053309,2,2003,3,Nowe,6.856826216745272,5.643698951160814,Stabilny,B,2,Średni,14340.763428628838,1412679.8938628188
Warszawa,Śródmieście,105.8572782157015,5,2005,3,Po remoncie,3.3682625424281643,3.58787047665169,Stabilny,A,2,Niski,17353.536539548095,1836998.1454932846
Wrocław,Fabryczna,83.80948025989498,3,2011,0,Nowe,6.17524737418335,5.798551938607555,Spadkowy,B,1,Wysoki,9064.562616062945,759696.2816355095
Wrocław,Stare Miasto,121.75905401422101,3,1974,8,Nowe,5.456910689298098,6.442225022405121,Wzrostowy,B,5,Niski,10756.653637247155,1309719.971229843
Poznań,Jeżyce,144.83639709358488,4,1993,13,Nowe,3.811219457762255,9.044984853284465,Wzrostowy,A,9,Wysoki,11384.71685741735,1648921.371558929
Gdańsk,Śródmieście,57.693379093656596,1,1958,13,Po remoncie,3.275698608281142,8.805904651945445,Stabilny,A,8,Średni,8790.291668114369,507141.62955233327
Gdańsk,Oliwa,137.8427766775149,5,1973,4,Po remoncie,3.9383371662243998,7.423493275689336,Stabilny,D,3,Niski,9441.988318535517,1301509.887183596
Warszawa,Mokotów,71.28663832548546,3,2010,1,Nowe,4.163698452761764,7.746683841153789,Spadkowy,C,7,Niski,14726.708695913336,1049817.5565303555
Poznań,Stare Miasto,109.67697050429,5,1982,14,Po remoncie,4.042178190176693,3.9833142188653308,Spadkowy,C,1,Wysoki,8679.43256326197,951933.8692348571
Warszawa,Śródmieście,90.52570554589593,5,2023,4,Do remontu,3.3840692355247546,2.0305298279629493,Stabilny,A,3,Średni,17266.110879977037,1563026.8694435915
Wrocław,Krzyki,75.55436499731478,1,2000,11,Nowe,7.365682074624781,3.445266036550042,Spadkowy,A,2,Wysoki,9246.231078721066,698593.117771207
Poznań,Stare Miasto,111.79865972959117,3,2009,10,Do remontu,7.603540032994773,5.120395148607626,Stabilny,A,2,Niski,11009.198862362804,1230813.6775087013
Poznań,Wilda,119.99606232531418,5,1964,7,Do remontu,3.119004466051332,7.4457956040289295,Stabilny,B,5,Niski,10687.609747253917,1282471.0853401164
Wrocław,Stare Miasto,74.0562888786814,2,1986,9,Do remontu,5.1490020084792505,9.194682737025161,Wzrostowy,C,9,Niski,9624.816865314368,712778.2181821256
Gdańsk,Wrzeszcz,91.90054181498274,1,1982,4,Do remontu,6.320791770643045,8.557903379090732,Stabilny,A,6,Niski,11192.197760125753,1028569.038255993
Kraków,Krowodrza,49.58935051178647,4,1992,7,Nowe,6.370136981350452,5.436924663109929,Spadkowy,A,1,Niski,13067.055008196445,647986.7709582483
Warszawa,Śródmieście,41.79461521771884,4,1952,7,Po remoncie,7.909064588892864,9.848493594086062,Spadkowy,B,6,Średni,14513.182525645821,606572.8792438881
Gdańsk,Śródmieście,87.28045322621645,2,1978,5,Po remoncie,4.766375631458675,5.174962462630501,Wzrostowy,A,9,Wysoki,10838.919018585953,946025.7644244392
Gdańsk,Wrzeszcz,35.359506106250244,4,1989,10,Po remoncie,5.338804656299422,4.661689322481579,Spadkowy,D,8,Niski,11129.210552478115,393523.38848809456
Poznań,Wilda,42.45807332429184,5,2004,1,Do remontu,3.091271930838481,5.069174646681145,Stabilny,D,5,Niski,8106.979542897211,344206.7318708637
Wrocław,Fabryczna,95.65134429594052,3,2008,12,Nowe,3.2053892247038265,4.077563803980573,Wzrostowy,C,9,Średni,11615.967116796917,1111082.8700190654
Poznań,Jeżyce,126.68633579117771,5,1966,10,Nowe,2.579346033483736,5.181388552408094,Stabilny,C,8,Średni,9548.12800503684,1209617.350623245
Gdańsk,Śródmieście,95.4776404238648,5,1980,6,Do remontu,4.3190368456808,6.762212925057238,Stabilny,A,4,Niski,8520.797877348741,813545.6758579336
Kraków,Podgórze,58.09875636508644,3,1960,2,Po remoncie,7.484486979440387,5.014529024383494,Spadkowy,C,4,Wysoki,12445.299268052404,723056.4100651651
Warszawa,Mokotów,148.71078038037518,1,1968,14,Po remoncie,6.631890190143734,1.9168838845868215,Spadkowy,D,9,Średni,17438.08304090456,2593230.937350703
Kraków,Nowa Huta,42.36140656614577,4,1968,13,Nowe,5.787346411947423,9.38782789090297,Spadkowy,D,5,Średni,10115.782681310233,428518.78289775894
Wrocław,Fabryczna,139.2371689710205,4,1970,10,Nowe,3.2143086747366096,1.6478872452422926,Wzrostowy,A,6,Wysoki,9081.286426221983,1264452.6126021051
Warszawa,Mokotów,138.31221862486314,5,2012,9,Po remoncie,7.364058967774453,6.479950880834559,Stabilny,A,2,Wysoki,15240.788336881265,2107987.248465986
Wrocław,Krzyki,75.30844763790617,5,1970,8,Po remoncie,2.6470124387022675,2.681411590896097,Spadkowy,B,6,Wysoki,11244.995927198031,846843.186971861
Warszawa,Śródmieście,101.60035619257327,4,1993,11,Nowe,3.7294304055296577,6.339453418921874,Spadkowy,A,3,Niski,16924.419824303015,1719527.0825018347
Warszawa,Bielany,48.16541756926108,5,2005,7,Po remoncie,7.408077330207847,6.511632136130839,Stabilny,C,2,Niski,12092.541854465986,582442.327894121
Kraków,Podgórze,116.77278677725677,1,2011,11,Po remoncie,7.108798231966764,8.037444357057197,Stabilny,A,6,Średni,12386.451958334912,1446400.5134573772
Gdańsk,Przymorze,85.06930441107377,1,2001,1,Do remontu,2.7877090333882992,3.151949278326329,Spadkowy,C,3,Średni,11423.387418413766,971779.6217026708
Poznań,Jeżyce,112.33035674683077,2,1979,7,Po remoncie,6.50808909919145,7.739532720388686,Stabilny,C,9,Niski,8373.590151150785,940608.3689305163
Kraków,Śródmieście,36.39924853449474,1,1957,3,Nowe,3.871541181128138,5.685747289668498,Stabilny,A,1,Wysoki,10429.644233807994,379631.2125927371
Warszawa,Śródmieście,129.1635671667998,5,1961,0,Do remontu,2.9373364816708136,2.9132332469682978,Spadkowy,D,1,Wysoki,12611.290741309149,1628919.2987251247
Wrocław,Stare Miasto,63.76195359862303,3,1991,7,Po remoncie,7.272207638582337,5.494759739679152,Spadkowy,D,4,Wysoki,10175.236260999553,648792.94232888
Wrocław,Fabryczna,145.02966923540217,3,2008,1,Po remoncie,2.521623173483224,5.008494260136904,Wzrostowy,D,1,Wysoki,12060.10018546756,1749072.3408441725
Gdańsk,Wrzeszcz,121.57982710784816,4,1964,7,Nowe,4.168052920816506,6.519417090320806,Wzrostowy,C,3,Średni,10113.825653946718,1229637.1744057613
